paso,loss_antes,grad_norm,change_norm,w1_antes,w2_antes,b_antes,grad_w1,grad_w2,grad_b,w1_despues,w2_despues,b_despues
125,0.1992437534049994,0.045365102662087396,0.022682551331043674,2.325873201071703,2.325873201071703,-3.736514080301319,-0.02244933604419868,-0.02244933604419868,0.032404431207645246,2.3370978690938022,2.3370978690938022,-3.7527162959051417
126,0.1982174702251278,0.04512613159668442,0.02256306579834195,2.3370978690938022,2.3370978690938022,-3.7527162959051417,-0.0223267871328921,-0.0223267871328921,0.03223967905433191,2.348261262660248,2.348261262660248,-3.7688361354323074
127,0.19720195408953034,0.044889908563056864,0.022444954281528224,2.348261262660248,2.348261262660248,-3.7688361354323074,-0.022205713497392462,-0.022205713497392462,0.032076727809161744,2.3593641194089443,2.3593641194089443,-3.784874499336888
128,0.19619702560030078,0.044656382461867115,0.022328191230933568,2.3593641194089443,2.3593641194089443,-3.784874499336888,-0.022086086430475202,-0.022086086430475202,0.03191554585075604,2.370407162624182,2.370407162624182,-3.8008322722622663
129,0.19520250955674834,0.044425503492800236,0.02221275174639988,2.370407162624182,2.370407162624182,-3.8008322722622663,-0.021967877985408342,-0.021967877985408342,0.031756102314755646,2.381391101616886,2.381391101616886,-3.816710323419644
130,0.19421823482903006,0.04419722311379896,0.022098611556899368,2.381391101616886,2.381391101616886,-3.816710323419644,-0.02185106095114718,-0.02185106095114718,0.031598367071566,2.3923166320924594,2.3923166320924594,-3.832509506955427
131,0.1932440342363841,0.0439714940017857,0.021985747000892657,2.3923166320924594,2.3923166320924594,-3.832509506955427,-0.021735608828470178,-0.021735608828470178,0.03144231070485333,2.4031844365066943,2.4031844365066943,-3.8482306623078535
132,0.19227974442976814,0.04374827001481099,0.021874135007405645,2.4031844365066943,2.4031844365066943,-3.8482306623078535,-0.021621495807014605,-0.021621495807014605,0.03128790449076624,2.4139951844102017,2.4139951844102017,-3.8638746145532368
133,0.1913252057787192,0.043527506155570224,0.021763753077785154,2.4139951844102017,2.4139951844102017,-3.8638746145532368,-0.021508696743174724,-0.021508696743174724,0.031135120377854555,2.424749532781789,2.424749532781789,-3.879442174742164
134,0.19038026226225843,0.043309158536233315,0.021654579268116772,2.424749532781789,2.424749532781789,-3.879442174742164,-0.021397187138826206,-0.021397187138826206,0.030983930967659536,2.4354481263512024,2.4354481263512024,-3.8949341402259936
135,0.18944476136367305,0.04309318434453423,0.021546592172267103,2.4354481263512024,2.4354481263512024,-3.8949341402259936,-0.02128694312084159,-0.02128694312084159,0.030834309495951413,2.4460915979116233,2.4460915979116233,-3.910351294973969
136,0.1885185539690159,0.04287954181106984,0.0214397709055347,2.4460915979116233,2.4460915979116233,-3.910351294973969,-0.02117794142136392,-0.02117794142136392,0.03068622981459019,2.456680568622305,2.456680568622305,-3.925694409881264
137,0.18760149426916933,0.042668190177759524,0.021334095088879627,2.456680568622305,2.456680568622305,-3.925694409881264,-0.021070159358807045,-0.021070159358807045,0.03053966637398657,2.4672156483017087,2.4672156483017087,-3.940964243068257
138,0.18669343966532864,0.042459089667419105,0.021229544833709445,2.4672156483017087,2.4672156483017087,-3.940964243068257,-0.02096357481955223,-0.02096357481955223,0.030394594206141448,2.4776974357114847,2.4776974357114847,-3.956161540171328
139,0.1857942506777663,0.042252201454405273,0.021126100727202494,2.4776974357114847,2.4776974357114847,-3.956161540171328,-0.020858166240312934,-0.020858166240312934,0.030250988908242103,2.488126518831641,2.488126518831641,-3.971287034625449
140,0.184903790857744,0.04204748763628752,0.02102374381814384,2.488126518831641,2.488126518831641,-3.971287034625449,-0.02075391259113922,-0.02075391259113922,0.030108826626795957,2.498503475127211,2.498503475127211,-3.986341447938847
141,0.18402192670244666,0.04184491120650751,0.0209224556032541,2.498503475127211,2.498503475127211,-3.986341447938847,-0.02065079335903664,-0.02065079335903664,0.02996808404228128,2.5088288718067293,2.5088288718067293,-4.001325489959988
142,0.1831485275728177,0.041644436027986974,0.020822218013993837,2.5088288718067293,2.5088288718067293,-4.001325489959988,-0.020548788532174206,-0.020548788532174206,0.029828738354296364,2.5191032660728165,2.5191032660728165,-4.016239859137136
143,0.18228346561417985,0.04144602680764681,0.020723013403823452,2.5191032660728165,2.5191032660728165,-4.016239859137136,-0.020447878584656617,-0.020447878584656617,0.02969076726719033,2.5293272053651448,2.5293272053651448,-4.0310852427707315
144,0.18142661567953267,0.04124964907180233,0.020624824535900817,2.5293272053651448,2.5293272053651448,-4.0310852427707315,-0.020348044461840027,-0.020348044461840027,0.029554148976155707,2.5395012275960647,2.5395012275960647,-4.045862317258809
145,0.18057785525541994,0.041055269142400125,0.020527634571199965,2.5395012275960647,2.5395012275960647,-4.045862317258809,-0.020249267566166976,-0.020249267566166976,0.029418862153769106,2.5496258613791483,2.5496258613791483,-4.060571748335693
146,0.17973706439026818,0.04086285411406444,0.020431427057032304,2.5496258613791483,2.5496258613791483,-4.060571748335693,-0.020151529743501755,-0.020151529743501755,0.029284885936961436,2.559701626250899,2.559701626250899,-4.075214191304174
147,0.17890412562509922,0.040672371831921746,0.020336185915960415,2.559701626250899,2.559701626250899,-4.075214191304174,-0.02005481326994507,-0.02005481326994507,0.029152199914403914,2.5697290328858715,2.5697290328858715,-4.089790291261376
148,0.17807892392652536,0.040483790870173494,0.02024189543508649,2.5697290328858715,2.5697290328858715,-4.089790291261376,-0.019959100839108908,-0.019959100839108908,0.02902078411429483,2.579708583305426,2.579708583305426,-4.104300683318523
149,0.17726134662193943,0.04029708051138883,0.02014854025569426,2.579708583305426,2.579708583305426,-4.104300683318523,-0.019864375549834702,-0.019864375549834702,0.028890618992531338,2.5896407710803433,2.5896407710803433,-4.118745992814788
150,0.17645128333681562,0.040112210726489565,0.02005610536324474,2.5896407710803433,2.5896407710803433,-4.118745992814788,-0.01977062089433517,-0.01977062089433517,0.02876168542125547,2.599526081527511,2.599526081527511,-4.133126835525416
151,0.1756486259340414,0.03992915215540142,0.01996457607770059,2.599526081527511,2.599526081527511,-4.133126835525416,-0.019677820746745733,-0.019677820746745733,0.028633964677757855,2.609364991900884,2.609364991900884,-4.1474438178642945
152,0.17485326845520202,0.03974787608834616,0.01987393804417326,2.609364991900884,2.609364991900884,-4.1474438178642945,-0.019585959352066876,-0.019585959352066876,0.02850743843372969,2.6191579715769175,2.6191579715769175,-4.161697537081159
153,0.17406510706374695,0.03956835444775091,0.01978417722387588,2.6191579715769175,2.6191579715769175,-4.161697537081159,-0.019495021315485028,-0.019495021315485028,0.028382088744847832,2.6289054822346603,2.6289054822346603,-4.1758885814535835
154,0.17328403998996428,0.03939055977075107,0.0196952798853753,2.6289054822346603,2.6289054822346603,-4.1758885814535835,-0.01940499159205438,-0.01940499159205438,0.028257898040684307,2.6386079780306875,2.6386079780306875,-4.190017530473925
155,0.17250996747769903,0.03921446519226521,0.01960723259613235,2.6386079780306875,2.6386079780306875,-4.190017530473925,-0.019315855476728552,-0.019315855476728552,0.028134849114925968,2.6482659057690516,2.6482659057690516,-4.204084955031388
156,0.17174279173274834,0.03904004442862034,0.01952002221431,2.6482659057690516,2.6482659057690516,-4.204084955031388,-0.019227598594726496,-0.019227598594726496,0.028012925115895933,2.657879705066415,2.657879705066415,-4.218091417589336
157,0.17098241687287305,0.0388672717617074,0.01943363588085377,2.657879705066415,2.657879705066415,-4.218091417589336,-0.019140206892221026,-0.019140206892221026,0.02789210953736499,2.6674498085125253,2.6674498085125253,-4.2320374723580185
158,0.170228748879366,0.038696122023647445,0.01934806101182362,2.6674498085125253,2.6674498085125253,-4.2320374723580185,-0.01905366662733747,-0.01905366662733747,0.027772386209643302,2.676976641826194,2.676976641826194,-4.24592366546284
159,0.16948169555012027,0.03852657058194974,0.01926328529097508,2.676976641826194,2.676976641826194,-4.24592366546284,-0.018967964361450283,-0.018967964361450283,0.02765373929094326,2.6864606240069193,2.6864606240069193,-4.259750535108312
160,0.16874116645414272,0.03835859332514382,0.01917929666257204,2.6864606240069193,2.6864606240069193,-4.259750535108312,-0.018883086950767375,-0.018883086950767375,0.027536153259002716,2.695902167482303,2.695902167482303,-4.273518611737813
161,0.1680070728874613,0.03819216664886839,0.019096083324434073,2.695902167482303,2.695902167482303,-4.273518611737813,-0.018799021538189825,-0.018799021538189825,0.027419612902962087,2.7053016782513977,2.7053016782513977,-4.287228418189295
162,0.16727932783037514,0.03802726744240034,0.019013633721200365,2.7053016782513977,2.7053016782513977,-4.287228418189295,-0.018715755545438195,-0.018715755545438195,0.027304103315484284,2.7146595560241167,2.7146595560241167,-4.300880469847037
163,0.16655784590600037,0.0378638730756082,0.01893193653780444,2.7146595560241167,2.7146595560241167,-4.300880469847037,-0.018633276665434795,-0.018633276665434795,0.02718960988511041,2.723976194356834,2.723976194356834,-4.314475274789593
164,0.1658425433400651,0.03770196138631461,0.018850980693156938,2.723976194356834,2.723976194356834,-4.314475274789593,-0.018551572854932183,-0.018551572854932183,0.027076118288843487,2.7332519807843,2.7332519807843,-4.328013333934014
165,0.16513333792190898,0.03754151066805338,0.018770755334026893,2.7332519807843,2.7332519807843,-4.328013333934014,-0.018470632327379444,-0.018470632327379444,0.02696361448495168,2.74248729694799,2.74248729694799,-4.34149514117649
166,0.16443014896664615,0.037382499658206836,0.018691249829103383,2.74248729694799,2.74248729694799,-4.34149514117649,-0.018390443546017037,-0.018390443546017037,0.026852084705984276,2.7516825187209983,2.7516825187209983,-4.354921183529482
167,0.1637328972784497,0.037224907526510295,0.018612453763255175,2.7516825187209983,2.7516825187209983,-4.354921183529482,-0.018310995217192032,-0.018310995217192032,0.02674151545199306,2.7608380163295942,2.7608380163295942,-4.368291941255479
168,0.16304150511491908,0.03706871386391033,0.01853435693195506,2.7608380163295942,2.7608380163295942,-4.368291941255479,-0.018232276283885615,-0.018232276283885615,0.02663189348395232,2.769954154471537,2.769954154471537,-4.381607887997455
169,0.16235589615249285,0.036913898671764665,0.018456949335882634,2.769954154471537,2.769954154471537,-4.381607887997455,-0.018154275919445212,-0.018154275919445212,0.026523205817370804,2.77903129243126,2.77903129243126,-4.3948694909061405
170,0.16167599545287065,0.0367604423513716,0.01838022117568579,2.77903129243126,2.77903129243126,-4.3948694909061405,-0.01807698352151406,-0.01807698352151406,0.02641543971608902,2.788069784192017,2.788069784192017,-4.408077210764185
171,0.16100172943041025,0.03660832569381756,0.0183041628469089,2.788069784192017,2.788069784192017,-4.408077210764185,-0.01800038870615063,-0.01800038870615063,0.02630858268625645,2.797069978545092,2.797069978545092,-4.421231502107314
172,0.1603330258204651,0.036457529870131525,0.018228764935065624,2.797069978545092,2.797069978545092,-4.421231502107314,-0.017924481302131333,-0.017924481302131333,0.02620262247048224,2.8060322191961578,2.8060322191961578,-4.434332813342555
173,0.1596698136486325,0.03630803642173601,0.0181540182108683,2.8060322191961578,2.8060322191961578,-4.434332813342555,-0.017849251345430486,-0.017849251345430486,0.026097547042153297,2.814956844868873,2.814956844868873,-4.4473815868636315
174,0.1590120232008793,0.03615982725118408,0.018079913625591686,2.814956844868873,2.814956844868873,-4.4473815868636315,-0.017774689073870246,-0.017774689073870246,0.025993344599915383,2.823844189405808,2.823844189405808,-4.460378259163589
175,0.15835958599451733,0.03601288461317287,0.018006442306586563,2.823844189405808,2.823844189405808,-4.460378259163589,-0.01770078492193526,-0.01770078492193526,0.025890003562311113,2.8326945818667757,2.8326945818667757,-4.473323260944745
176,0.15771243474999952,0.03586719110582382,0.017933595552911796,2.8326945818667757,2.8326945818667757,-4.473323260944745,-0.01762752951574617,-0.01762752951574617,0.025787512562569555,2.8415083466246487,2.8415083466246487,-4.486217017226029
177,0.15707050336350917,0.03572272966222097,0.017861364831110418,2.8415083466246487,2.8415083466246487,-4.486217017226029,-0.0175549136681857,-0.0175549136681857,0.025685860443543942,2.8502858034587417,2.8502858034587417,-4.499059947447801
178,0.15643372688031643,0.03557948354219809,0.017789741771099106,2.8502858034587417,2.8502858034587417,-4.499059947447801,-0.017482928374173215,-0.017482928374173215,0.025585036252790468,2.8590272676458284,2.8590272676458284,-4.511852465574196
179,0.1558020414688765,0.03543743632436672,0.017718718162183424,2.8590272676458284,2.8590272676458284,-4.511852465574196,-0.017411564806081622,-0.017411564806081622,0.025485029237785572,2.8677330500488694,2.8677330500488694,-4.524594980193089
180,0.15517538439564532,0.03529657189837662,0.017648285949188318,2.8677330500488694,2.8677330500488694,-4.524594980193089,-0.017340814309291644,-0.017340814309291644,0.025385828841276832,2.8764034572035153,2.8764034572035153,-4.537287894613727
181,0.15455369400058933,0.035156874457401135,0.01757843722870057,2.8764034572035153,2.8764034572035153,-4.537287894613727,-0.01727066839787962,-0.01727066839787962,0.025287424696762394,2.8850387914024553,2.8850387914024553,-4.549931606962108
182,0.15393690967336643,0.03501832849083973,0.017509164245420226,2.8850387914024553,2.8850387914024553,-4.549931606962108,-0.01720111875043341,-0.01720111875043341,0.025189806624095663,2.893639350777672,2.893639350777672,-4.562526510274156
183,0.15332497183015692,0.03488091877723072,0.017440459388615232,2.893639350777672,2.893639350777672,-4.562526510274156,-0.01713215720599231,-0.01713215720599231,0.02509296462521115,2.9022054293806683,2.9022054293806683,-4.575072992586762
184,0.1527178218911232,0.03474463037736708,0.017372315188683624,2.9022054293806683,2.9022054293806683,-4.575072992586762,-0.017063775760106564,-0.017063775760106564,0.024996888879967816,2.9107373172607214,2.9107373172607214,-4.587571437026746
185,0.15211540225847814,0.034609448627608716,0.017304724313804518,2.9107373172607214,2.9107373172607214,-4.587571437026746,-0.016995966561013383,-0.016995966561013383,0.024901569742104945,2.919235300541228,2.919235300541228,-4.600022221897799
186,0.15151765629514286,0.0344753591333847,0.017237679566692227,2.919235300541228,2.919235300541228,-4.600022221897799,-0.01692872190592362,-0.01692872190592362,0.0248069977353096,2.9276996614941897,2.9276996614941897,-4.6124257207654535
187,0.15092452830397463,0.034342347762879276,0.01717117388143947,2.9276996614941897,2.9276996614941897,-4.6124257207654535,-0.016862034237417375,-0.016862034237417375,0.02471316354938937,2.9361306786128982,2.9361306786128982,-4.624782302540148
188,0.15033596350754797,0.03421040064089572,0.017105200320447652,2.9361306786128982,2.9361306786128982,-4.624782302540148,-0.016795896139944,-0.016795896139944,0.024620058036548712,2.94452862668287,2.94452862668287,-4.6370923315584225
189,0.1497519080284706,0.0340795041428922,0.01703975207144601,2.94452862668287,2.94452862668287,-4.6370923315584225,-0.01673030033642249,-0.01673030033642249,0.024527672207765857,2.9528937768510812,2.9528937768510812,-4.649356167662305
190,0.14917230887021773,0.03394964488918414,0.01697482244459225,2.9528937768510812,2.9528937768510812,-4.649356167662305,-0.016665239684940034,-0.016665239684940034,0.024435997229266218,2.9612263966935513,2.9612263966935513,-4.661574166276939
191,0.14859711389846927,0.03382080973930767,0.01691040486965382,2.9612263966935513,2.9612263966935513,-4.661574166276939,-0.01660070717554485,-0.01660070717554485,0.024345024419089745,2.969526750281324,2.969526750281324,-4.673746678486483
192,0.14802627182293288,0.0336929857865391,0.016846492893269466,2.969526750281324,2.969526750281324,-4.673746678486483,-0.01653669592712994,-0.01653669592712994,0.02425474524375001,2.9777950982448886,2.9777950982448886,-4.6858740511083585
193,0.1474597321796396,0.033566160352565357,0.016783080176282678,2.9777950982448886,2.9777950982448886,-4.6858740511083585,-0.016473199184405915,-0.016473199184405915,0.024165151314980565,2.9860316978370918,2.9860316978370918,-4.697956626765849
194,0.1468974453136963,0.03344032098230062,0.01672016049115004,2.9860316978370918,2.9860316978370918,-4.697956626765849,-0.01641021031495804,-0.01641021031495804,0.024076234386568515,2.9942368029945707,2.9942368029945707,-4.7099947439591325
195,0.14633936236248177,0.03331545543884452,0.016657727719422387,2.9942368029945707,2.9942368029945707,-4.7099947439591325,-0.016347722806387348,-0.016347722806387348,0.02398798635126927,3.0024106643977646,3.0024106643977646,-4.721988737134767
196,0.14578543523927204,0.03319155169857747,0.016595775849288567,3.0024106643977646,3.0024106643977646,-4.721988737134767,-0.016285730263530356,-0.016285730263530356,0.023900399237803627,3.01055352952953,3.01055352952953,-4.733938936753669
197,0.1452356166172833,0.033068597946388785,0.01653429897319444,3.01055352952953,3.01055352952953,-4.733938936753669,-0.01622422640575718,-0.01622422640575718,0.023813465207931657,3.0186656427324086,3.0186656427324086,-4.745845669357634
198,0.14468985991411848,0.03294658257103342,0.016473291285516584,3.0186656427324086,3.0186656427324086,-4.745845669357634,-0.01616320506434378,-0.01616320506434378,0.023727176553603384,3.0267472452645805,3.0267472452645805,-4.757709257634436
199,0.14414811927660615,0.03282549416061342,0.01641274708030681,3.0267472452645805,3.0267472452645805,-4.757709257634436,-0.016102660179917405,-0.016102660179917405,0.023641525694182063,3.034798575354539,3.034798575354539,-4.769530020481527
200,0.14361034956601984,0.032705321498180076,0.016352660749090378,3.034798575354539,3.034798575354539,-4.769530020481527,-0.016042585799971455,-0.016042585799971455,0.02355650517373976,3.042819868254525,3.042819868254525,-4.781308273068397
201,0.14307650634366667,0.03258605355745319,0.016293026778726443,3.042819868254525,3.042819868254525,-4.781308273068397,-0.015982976076449072,-0.015982976076449072,0.02347210765842133,3.0508113562927495,3.0508113562927495,-4.793044326897608
202,0.14254654585683368,0.03246767949865375,0.016233839749326767,3.0508113562927495,3.0508113562927495,-4.793044326897608,-0.015923825263391936,-0.015923825263391936,0.02338832593387612,3.0587732689244453,3.0587732689244453,-4.804738489864546
203,0.1420204250250825,0.03235018866444652,0.016175094332222945,3.0587732689244453,3.0587732689244453,-4.804738489864546,-0.015865127714653274,-0.015865127714653274,0.023305152902754474,3.066705832781772,3.066705832781772,-4.816391066315923
204,0.14149810142688096,0.032233570575989405,0.016116785287994675,3.066705832781772,3.066705832781772,-4.816391066315923,-0.015806877881672253,-0.015806877881672253,0.023222581582267955,3.074609271722608,3.074609271722608,-4.8280023571070565
205,0.1409795332865624,0.03211781492908594,0.01605890746454277,3.074609271722608,3.074609271722608,-4.8280023571070565,-0.015749070311308247,-0.015749070311308247,0.023140605101810846,3.0824838068782623,3.0824838068782623,-4.839572659657962
206,0.1404646794616033,0.03200291159043825,0.016001455795219312,3.0824838068782623,3.0824838068782623,-4.839572659657962,-0.01569169964373346,-0.01569169964373346,0.023059216700640924,3.090329656700129,3.090329656700129,-4.851102268008282
207,0.13995349943020968,0.03188885059399704,0.015944425296998622,3.090329656700129,3.090329656700129,-4.851102268008282,-0.015634760610381132,-0.015634760610381132,0.022978409725618848,3.0981470370053197,3.0981470370053197,-4.862591472871092
208,0.13944595327920348,0.031775622137406014,0.015887811068702705,3.0981470370053197,3.0981470370053197,-4.862591472871092,-0.01557824803194844,-0.01557824803194844,0.022898177629003497,3.105936161021294,3.105936161021294,-4.874040561685593
209,0.13894200169220028,0.0316632165785376,0.015831608289268634,3.105936161021294,3.105936161021294,-4.874040561685593,-0.015522156816452262,-0.015522156816452262,0.022818513966301742,3.11369723942952,3.11369723942952,-4.885449818668744
210,0.1384416059380705,0.03155162443211761,0.015775812216059018,3.11369723942952,3.11369723942952,-4.885449818668744,-0.015466481957336103,-0.015466481957336103,0.02273941239417137,3.121430480408188,3.121430480408188,-4.89681952486583
211,0.1379447278596751,0.03144083636643582,0.015720418183217896,3.121430480408188,3.121430480408188,-4.89681952486583,-0.015411218531626317,-0.015411218531626317,0.022660866668375867,3.129136089674001,3.129136089674001,-4.908149958200018
212,0.13745132986286893,0.0313308432001402,0.015665421600070475,3.129136089674001,3.129136089674001,-4.908149958200018,-0.015356361698136665,-0.015356361698136665,0.022582870641788964,3.1368142705230695,3.1368142705230695,-4.919441393520913
213,0.1369613749057637,0.03122163589911224,0.015610817949555949,3.1368142705230695,3.1368142705230695,-4.919441393520913,-0.01530190669571932,-0.01530190669571932,0.022505418262448153,3.144465223870929,3.144465223870929,-4.9306941026521365
214,0.13647482648824372,0.031113205573420923,0.015556602786710354,3.144465223870929,3.144465223870929,-4.9306941026521365,-0.01524784884156146,-0.01524784884156146,0.022428503571654896,3.1520891482917097,3.1520891482917097,-4.941908354437964
215,0.13599164864172628,0.031005543474353137,0.015502771737176568,3.1520891482917097,3.1520891482917097,-4.941908354437964,-0.015194183529525361,-0.015194183529525361,0.02235212070212137,3.1596862400564723,3.1596862400564723,-4.953084414789025
216,0.13551180591916173,0.030898640991518327,0.015449320495759028,3.1596862400564723,3.1596862400564723,-4.953084414789025,-0.0151409062285311,-0.0151409062285311,0.022276263876161842,3.1672566931707378,3.1672566931707378,-4.964222546727106
217,0.1350352633852646,0.030792489650025078,0.0153962448250125,3.1672566931707378,3.1672566931707378,-4.964222546727106,-0.015088012480980677,-0.015088012480980677,0.022200927403927168,3.174800699411228,3.174800699411228,-4.9753230104290695
218,0.13456198660697055,0.030687081107727648,0.015343540553863807,3.174800699411228,3.174800699411228,-4.9753230104290695,-0.015035497901222161,-0.015035497901222161,0.022126105681681607,3.1823184483618387,3.1823184483618387,-4.986386063269911
219,0.1340919416441138,0.030582407152540587,0.015291203576270493,3.1823184483618387,3.1823184483618387,-4.986386063269911,-0.014983358174052858,-0.014983358174052858,0.022051793190120673,3.1898101274488653,3.1898101274488653,-4.997411959864971
220,0.13362509504031592,0.030478459699819098,0.015239229849909202,3.1898101274488653,3.1898101274488653,-4.997411959864971,-0.01493158905325969,-0.01493158905325969,0.021977984492729252,3.197275921975495,3.197275921975495,-5.0084009521113355
221,0.13316141381408436,0.030375230789803705,0.015187615394901724,3.197275921975495,3.197275921975495,-5.0084009521113355,-0.014880186360197126,-0.014880186360197126,0.02190467423417764,3.2047160151555936,3.2047160151555936,-5.019353289228424
222,0.13270086545011156,0.030272712585127058,0.01513635629256398,3.2047160151555936,3.2047160151555936,-5.019353289228424,-0.01482914598239976,-0.01482914598239976,0.021831857138756298,3.2121305881467936,3.2121305881467936,-5.030269217797803
223,0.13224341789077115,0.030170897368381286,0.015085448684190738,3.2121305881467936,3.2121305881467936,-5.030269217797803,-0.01477846387223003,-0.01477846387223003,0.021759528008846618,3.2195198200829087,3.2195198200829087,-5.041148981802226
224,0.13178903952780566,0.030069777539744196,0.015034888769871892,3.2195198200829087,3.2195198200829087,-5.041148981802226,-0.014728136045559094,-0.014728136045559094,0.021687681723427943,3.226883888105688,3.226883888105688,-5.05199282266394
225,0.13133769919419996,0.029969345614662538,0.014984672807331522,3.226883888105688,3.226883888105688,-5.05199282266394,-0.014678158580480771,-0.014678158580480771,0.021616313236618546,3.2342229673959286,3.2342229673959286,-5.062800979282249
226,0.13088936615623603,0.029869594221590814,0.014934797110795282,3.2342229673959286,3.2342229673959286,-5.062800979282249,-0.014628527616056333,-0.014628527616056333,0.02154541757625147,3.241537231203957,3.241537231203957,-5.073573688070375
227,0.13044401010572432,0.029770516099784136,0.014885258049891954,3.241537231203957,3.241537231203957,-5.073573688070375,-0.014579239351090914,-0.014579239351090914,0.021474989842482133,3.2488268508795026,3.2488268508795026,-5.084311182991615
228,0.13000160115240658,0.029672104097143475,0.014836052048571514,3.2488268508795026,3.2488268508795026,-5.084311182991615,-0.014530290042939098,-0.014530290042939098,0.02140502520642871,3.256091995900972,3.256091995900972,-5.0950136955948295
229,0.12956210981652644,0.02957435116811209,0.014787175584056057,3.256091995900972,3.256091995900972,-5.0950136955948295,-0.014481676006340052,-0.014481676006340052,0.021335518908843124,3.263332833904142,3.263332833904142,-5.105681455049251
230,0.12912550702156197,0.029477250371621324,0.014738625185810813,3.263332833904142,3.263332833904142,-5.105681455049251,-0.01443339361228,-0.01443339361228,0.021266466258813177,3.270549530710282,3.270549530710282,-5.116314688178658
231,0.128691764087118,0.029380794869085004,0.014690397434542271,3.270549530710282,3.270549530710282,-5.116314688178658,-0.014385439286883225,-0.014385439286883225,0.021197862632493042,3.2777422503537235,3.2777422503537235,-5.126913619494904
232,0.1282608527219717,0.029284977922440353,0.014642488961220262,3.2777422503537235,3.2777422503537235,-5.126913619494904,-0.014337809510328613,-0.014337809510328613,0.021129703471863482,3.2849111551088876,3.2849111551088876,-5.137478471230836
233,0.12783274501726988,0.029189792892234976,0.01459489644611723,3.2849111551088876,3.2849111551088876,-5.137478471230836,-0.01429050081579318,-0.01429050081579318,0.021061984283518978,3.2920564055167842,3.2920564055167842,-5.1480094633725955
234,0.12740741343987189,0.02909523323575793,0.014547616617878928,3.2920564055167842,3.2920564055167842,-5.1480094633725955,-0.014243509788419456,-0.014243509788419456,0.020994700637483526,3.2991781604109938,3.2991781604109938,-5.1585068136913375
235,0.126984830825836,0.02900129250521415,0.014500646252606997,3.2991781604109938,3.2991781604109938,-5.1585068136913375,-0.01419683306430853,-0.01419683306430853,0.02092784816605144,3.306276576943148,3.306276576943148,-5.168970737774363
236,0.126564970374045,0.028907964345940892,0.014453982172970345,3.306276576943148,3.306276576943148,-5.168970737774363,-0.01415046732953603,-0.01415046732953603,0.020861422562655135,3.313351810607916,3.313351810607916,-5.179401449055691
237,0.12614780563996697,0.028815242494665057,0.014407621247332449,3.313351810607916,3.313351810607916,-5.179401449055691,-0.014104409319191831,-0.014104409319191831,0.02079541958075721,3.3204040152675116,3.3204040152675116,-5.1897991588460695
238,0.125733310529549,0.028723120777800353,0.014361560388900014,3.3204040152675116,3.3204040152675116,-5.1897991588460695,-0.014058655816441785,-0.014058655816441785,0.020729835032767662,3.3274333431757324,3.3274333431757324,-5.200164076362453
239,0.12532145929323907,0.02863159310978313,0.014315796554891532,3.3274333431757324,3.3274333431757324,-5.200164076362453,-0.014013203651611593,-0.014013203651611593,0.0206646647889846,3.334439945001538,3.334439945001538,-5.210496408756946
240,0.12491222652013459,0.0285406534914461,0.014270326745723181,3.334439945001538,3.334439945001538,-5.210496408756946,-0.013968049701292062,-0.013968049701292062,0.020599904776558167,3.341423969852184,3.341423969852184,-5.220796361145225
241,0.12450558713225213,0.02845029600842851,0.014225148004214122,3.341423969852184,3.341423969852184,-5.220796361145225,-0.013923190887464493,-0.013923190887464493,0.020535550978477656,3.3483855652959162,3.3483855652959162,-5.231064136634464
242,0.12410151637891792,0.02836051482962232,0.014180257414811558,3.3483855652959162,3.3483855652959162,-5.231064136634464,-0.013878624176647085,-0.013878624176647085,0.020471599432579802,3.35532487738424,3.35532487738424,-5.241299936350754
243,0.12369998983127425,0.02827130420565304,0.01413565210282698,3.35532487738424,3.35532487738424,-5.241299936350754,-0.013834346579060276,-0.013834346579060276,0.020408046230579294,3.3622420506737702,3.3622420506737702,-5.251503959466044
244,0.12330098337689929,0.028182658467394477,0.014091329233697297,3.3622420506737702,3.3622420506737702,-5.251503959466044,-0.013790355147811274,-0.013790355147811274,0.020344887517120158,3.3691372282476757,3.3691372282476757,-5.261676403224604
245,0.12290447321453818,0.02809457202451647,0.0140472860122581,3.3691372282476757,3.3691372282476757,-5.261676403224604,-0.013746646978097347,-0.013746646978097347,0.020282119488847252,3.3760105517367243,3.3760105517367243,-5.271817462969028
246,0.12251043584894214,0.0280070393640649,0.01400351968203244,3.3760105517367243,3.3760105517367243,-5.271817462969028,-0.013703219206427149,-0.013703219206427149,0.020219738393497902,3.3828621613399377,3.3828621613399377,-5.281927332165777
247,0.12211884808581273,0.027920055049072814,0.013960027524536765,3.3828621613399377,3.3828621613399377,-5.281927332165777,-0.013660069009859457,-0.013660069009859457,0.02015774052901294,3.3896921958448676,3.3896921958448676,-5.292006202430284
248,0.12172968702684953,0.027833613717202214,0.013916806858600838,3.3896921958448676,3.3896921958448676,-5.292006202430284,-0.013617193605259155,-0.013617193605259155,0.020096122242666756,3.396500792647497,3.396500792647497,-5.302054263551617
249,0.12134293006489784,0.027747710079415483,0.013873855039707592,3.396500792647497,3.396500792647497,-5.302054263551617,-0.013574590248570016,-0.013574590248570016,0.020034879930215483,3.403288087771782,3.403288087771782,-5.312071703516724
